date,price
2012-06-15,3374.96
2012-06-16,3367.7726666666667
2012-06-17,3360.5853333333334
2012-06-18,3353.398
2012-06-19,3346.210666666667
2012-06-20,3339.0233333333335
2012-06-21,3331.8360000000002
2012-06-22,3324.648666666667
2012-06-23,3317.4613333333336
2012-06-24,3310.274
2012-06-25,3303.0866666666666
2012-06-26,3295.8993333333333
2012-06-27,3288.712
2012-06-28,3281.5246666666667
2012-06-29,3274.3373333333334
2012-06-30,3267.15
2012-07-01,3269.3883870967743
2012-07-02,3271.6267741935485
2012-07-03,3273.8651612903227
2012-07-04,3276.103548387097
2012-07-05,3278.341935483871
2012-07-06,3280.5803225806453
2012-07-07,3282.8187096774195
2012-07-08,3285.0570967741937
2012-07-09,3287.295483870968
2012-07-10,3289.533870967742
2012-07-11,3291.7722580645163
2012-07-12,3294.0106451612905
2012-07-13,3296.2490322580647
2012-07-14,3298.487419354839
2012-07-15,3300.725806451613
2012-07-16,3302.964193548387
2012-07-17,3305.202580645161
2012-07-18,3307.4409677419353
2012-07-19,3309.6793548387095
2012-07-20,3311.9177419354837
2012-07-21,3314.156129032258
2012-07-22,3316.394516129032
2012-07-23,3318.6329032258063
2012-07-24,3320.8712903225805
2012-07-25,3323.1096774193547
2012-07-26,3325.348064516129
2012-07-27,3327.586451612903
2012-07-28,3329.8248387096774
2012-07-29,3332.0632258064516
2012-07-30,3334.3016129032258
2012-07-31,3336.54
2012-08-01,3331.713870967742
2012-08-02,3326.887741935484
2012-08-03,3322.061612903226
2012-08-04,3317.2354838709675
2012-08-05,3312.4093548387095
2012-08-06,3307.5832258064515
2012-08-07,3302.7570967741935
2012-08-08,3297.9309677419355
2012-08-09,3293.1048387096776
2012-08-10,3288.278709677419
2012-08-11,3283.452580645161
2012-08-12,3278.626451612903
2012-08-13,3273.800322580645
2012-08-14,3268.974193548387
2012-08-15,3264.148064516129
2012-08-16,3259.3219354838707
2012-08-17,3254.4958064516127
2012-08-18,3249.6696774193547
2012-08-19,3244.8435483870967
2012-08-20,3240.0174193548387
2012-08-21,3235.1912903225807
2012-08-22,3230.3651612903222
2012-08-23,3225.5390322580643
2012-08-24,3220.7129032258063
2012-08-25,3215.8867741935483
2012-08-26,3211.0606451612903
2012-08-27,3206.2345161290323
